許可證字號,形狀,顏色
衛部藥製字第059054號,圓形;;;圓形,白;;;白
衛部藥製字第059055號,膠囊,橘;;;橘
衛部藥製字第059066號,橢圓形,黃
衛部藥製字第059068號,膠囊,紅;;;白
衛部藥製字第059073號,圓形,黃
衛部藥製字第059192號,圓形,黃
衛部藥製字第059193號,圓形,粉
衛部藥製字第059196號,橢圓形,黃
衛部藥製字第059209號,橢圓形,黃
衛部藥製字第059210號,膠囊,藍;;;白
衛部藥製字第059212號,四邊形,黃
衛部藥製字第059215號,圓形,黃
衛部藥製字第059216號,,
衛部藥製字第059226號,膠囊,黃;;;白
衛部藥製字第059228號,橢圓形,黃
衛部藥製字第059232號,橢圓形,白
衛部藥製字第059239號,圓形,紅
衛部藥製字第059240號,圓形,粉
衛部藥製字第059242號,四邊形,白
衛部藥製字第059243號,橢圓形,紅
衛部藥製字第059244號,圓形,白
衛部藥製字第059251號,四邊形,白
衛部藥製字第059252號,三角形,白
衛部藥製字第059260號,圓形,粉
衛部藥製字第059271號,四邊形,黃
衛部藥製字第059273號,四邊形,藍
衛部藥製字第059275號,圓形,橘
衛部藥製字第059277號,橢圓形,白
衛部藥製字第059278號,橢圓形,白
衛部藥製字第059280號,橢圓形,藍
衛部藥製字第059281號,膠囊,白;;;白
衛部藥製字第059282號,圓形,白;;;白
衛部藥製字第059285號,圓形,白
衛部藥製字第059287號,橢圓形,白
衛部藥製字第059292號,膠囊,橘;;;橘
衛部藥製字第059295號,膠囊,白;;;白
衛部藥製字第059298號,液劑(包含糖漿用粉劑),紅
衛部藥製字第059300號,橢圓形,白
衛部藥製字第059308號,圓形,棕
衛部藥製字第059310號,橢圓形,藍
衛部藥製字第059363號,圓形,黃
衛部藥製字第059368號,液劑(包含糖漿用粉劑);;;液劑(包含糖漿用粉劑),透明;;;透明
衛部藥製字第059370號,圓形,橘
衛部藥製字第059371號,四邊形,白
衛部藥製字第059378號,三角形,粉
衛部藥製字第059379號,四邊形,白
衛部藥製字第059383號,,
衛部藥製字第059384號,液劑(包含糖漿用粉劑);;;液劑(包含糖漿用粉劑),透明;;;透明
衛部藥製字第059388號,膠囊,紅;;;白
衛部藥製字第059390號,橢圓形,白
衛部藥製字第059391號,四邊形,橘
衛部藥製字第059392號,圓形,白
衛部藥製字第059395號,圓形,白
衛部藥製字第059396號,橢圓形,白
衛部藥製字第059398號,圓形,橘
衛部藥製字第059400號,圓形,黃
衛部藥製字第059403號,橢圓形,白
衛部藥製字第059405號,圓形,白
衛部藥製字第059409號,圓形,黃
衛部藥製字第059415號,八邊形,白
衛部藥製字第059417號,四邊形,灰
衛部藥製字第059418號,圓形,白
衛部藥製字第059621號,水滴形,藍;;;藍
衛部藥製字第059623號,圓形,白
衛部藥製字第059625號,雙圓形,藍
衛部藥製字第059628號,液劑(包含糖漿用粉劑),棕
衛部藥製字第059633號,圓形,黃
衛部藥製字第059640號,膠囊,紅;;;白
衛部藥製字第059643號,橢圓形,黃
衛部藥製字第059645號,圓形,橘
衛部藥製字第059647號,圓形,白
衛部藥製字第059648號,圓形,黃
衛部藥製字第059652號,橢圓形,粉
衛部藥製字第059653號,膠囊,黃;;;白
衛部藥製字第059654號,橢圓形,白
衛部藥製字第059655號,膠囊,綠;;;黃
衛部藥製字第059656號,橢圓形,橘
衛部藥製字第059661號,圓形,白
衛部藥製字第059663號,膠囊,灰;;;白
衛部藥製字第059664號,膠囊,黃;;;黃
衛部藥製字第059665號,圓形,黃
衛部藥製字第059667號,顆粒劑、粉劑或散劑,白
衛部藥製字第059668號,膠囊,藍綠;;;白
衛部藥製字第059669號,膠囊,白;;;白
衛部藥製字第059670號,橢圓形,粉
衛部藥製字第059671號,三角形,粉
衛部藥製字第059675號,圓形,黃;;;黃
衛部藥製字第059680號,圓形,黃
衛部藥製字第059682號,橢圓形,藍
衛部藥製字第059686號,圓形,白
衛部藥製字第059690號,顆粒劑、粉劑或散劑,白
衛部藥製字第059691號,顆粒劑、粉劑或散劑,白
衛部藥製字第059692號,液劑(包含糖漿用粉劑),黃
衛部藥製字第059693號,橢圓形,粉;;;粉
衛部藥製字第059695號,橢圓形,藍
衛部藥製字第059703號,橢圓形,藍
衛部藥製字第059704號,水滴形,黃
衛部藥製字第059708號,液劑(包含糖漿用粉劑),透明
衛部藥製字第059715號,膠囊,黃
衛部藥製字第059720號,四邊形,綠
衛部藥製字第059721號,圓形,黃
衛部藥製字第059722號,圓形,黃
衛部藥製字第059723號,三角形,白
衛部藥製字第059727號,圓形,黃
衛部藥製字第059736號,圓形,白
衛部藥製字第059739號,圓形,白
衛部藥製字第059746號,膠囊,紫;;;白
衛部藥製字第059747號,膠囊,黃;;;黃
衛部藥製字第059749號,橢圓形,黃;;;黃
衛部藥製字第059750號,三角形,白;;;白
衛部藥製字第059751號,四邊形,粉;;;粉
衛部藥製字第059758號,膠囊,綠;;;白
衛部藥製字第059767號,圓形,黃
衛部藥製字第059771號,橢圓形,棕
衛部藥製字第059774號,橢圓形,白
衛部藥製字第059776號,橢圓形,白
衛部藥製字第059778號,膠囊,綠;;;綠
衛部藥製字第059786號,橢圓形,黃
衛部藥製字第059797號,橢圓形,白
衛部藥製字第059802號,圓形,白
衛部藥製字第059805號,膠囊,綠;;;綠
衛部藥製字第059808號,膠囊,白;;;白
衛部藥製字第059818號,圓形,綠
衛部藥製字第059821號,橢圓形,黃
衛部藥製字第059827號,圓形,棕
衛部藥製字第059830號,橢圓形,白
衛部藥輸字第026488號,圓形,白
衛部藥輸字第026489號,圓形,黃
衛部藥輸字第026491號,橢圓形,粉
衛部藥輸字第026497號,圓形,粉
衛部藥輸字第026500號,,
衛部藥輸字第026503號,橢圓形,棕
衛部藥輸字第026508號,四邊形,藍
衛部藥輸字第026514號,膠囊,橘;;;白
衛部藥輸字第026515號,圓形,白
衛部藥輸字第026518號,橢圓形,紫
衛部藥輸字第026520號,圓形,黃
衛部藥輸字第026528號,四邊形,橘
衛部藥輸字第026536號,圓形,白
衛部藥輸字第026543號,圓形,粉
衛部藥輸字第026558號,,
衛部藥輸字第026560號,圓形,白
衛部藥輸字第026561號,膠囊,橘;;;橘
衛部藥輸字第026562號,圓形,白
衛部藥輸字第026568號,膠囊;;;膠囊,棕;;;棕
衛部藥輸字第026569號,膠囊;;;膠囊,粉;;;粉
衛部藥輸字第026579號,膠囊,粉;;;粉
衛部藥輸字第026593號,圓形,白
衛部藥輸字第026596號,圓形,白
衛部藥輸字第026597號,四邊形,白
衛部藥輸字第026598號,四邊形,黃
衛部藥輸字第026599號,圓形,黃
衛部藥輸字第026600號,圓形,粉
衛部藥輸字第026601號,圓形,橘
衛部藥輸字第026604號,膠囊,紫;;;紫
衛部藥輸字第026614號,橢圓形,棕
衛部藥輸字第026622號,橢圓形,黃
衛部藥輸字第026631號,圓形,黃
衛部藥輸字第026634號,膠囊,黃
衛部藥輸字第026637號,橢圓形,白
衛部藥輸字第026643號,橢圓形,白
衛部藥輸字第026645號,圓形,白
衛部藥輸字第026648號,橢圓形,黃
衛部藥輸字第026653號,橢圓形,白
衛部藥輸字第026656號,膠囊,白;;;白
衛部藥輸字第026665號,橢圓形,橘
衛部藥輸字第026667號,橢圓形,綠
衛部藥輸字第026668號,圓形;;;圓形,白;;;白
衛部藥輸字第026670號,橢圓形,白
衛部藥輸字第026671號,橢圓形,粉
衛部藥輸字第026672號,橢圓形,黃
衛部藥輸字第026674號,膠囊,藍;;;白
衛部藥輸字第026675號,四邊形,橘
衛部藥輸字第026683號,圓形,橘
衛部藥輸字第026692號,圓形,白
衛部藥輸字第026700號,圓形,白
衛部藥輸字第026701號,橢圓形,紅
衛部藥輸字第026716號,圓形,白
衛部藥輸字第026717號,圓形,白
衛部藥輸字第026719號,圓形;;;圓形,白;;;白
衛部藥輸字第026734號,橢圓形,黃
衛部藥輸字第026762號,圓形,綠
衛部藥輸字第026772號,橢圓形,黃
衛部藥輸字第026777號,橢圓形,粉
衛部藥輸字第026778號,橢圓形,粉
衛部藥輸字第026818號,圓形,粉
衛部藥輸字第026822號,四邊形,白
衛部藥輸字第026839號,膠囊,藍;;;藍
衛部藥輸字第026840號,膠囊,藍;;;綠
衛部藥輸字第026841號,膠囊,藍;;;橘
衛部藥輸字第026869號,膠囊,白;;;白
衛部藥輸字第026870號,膠囊,白;;;白
衛部藥輸字第026871號,膠囊,白;;;白
衛部藥輸字第026876號,圓形,白
衛部藥輸字第026881號,橢圓形,白
衛部藥輸字第026900號,圓形,粉
衛部藥輸字第026914號,橢圓形,橘
衛部藥輸字第026927號,圓形,白
衛部藥輸字第026933號,膠囊,橘;;;橘
衛部藥輸字第026934號,膠囊,橘;;;黃
衛部藥輸字第026950號,圓形,黃
衛部藥輸字第026952號,圓形,粉
衛部藥輸字第026962號,圓形,黃
衛部藥輸字第026966號,,
衛部藥輸字第026968號,橢圓形,棕
衛部藥輸字第026983號,圓形,粉
衛部藥輸字第027000號,橢圓形,粉
衛部藥輸字第027001號,四邊形,綠
衛部藥輸字第027002號,圓形,白
衛部藥輸字第027006號,圓形,白
衛部藥輸字第027007號,圓形,黃
衛部藥輸字第027011號,圓形,白
衛部藥輸字第027012號,四邊形,白
衛部藥輸字第027022號,橢圓形,藍
衛部藥輸字第027023號,橢圓形,白
衛部藥輸字第027025號,橢圓形,白
衛部藥輸字第027028號,膠囊,白
衛部藥輸字第027029號,圓形,白;;;白
衛部藥輸字第027030號,膠囊,灰;;;灰
衛部藥輸字第027033號,四邊形,綠
衛部藥輸字第027034號,,
衛部藥輸字第027039號,橢圓形,粉
衛部藥輸字第027042號,圓形,藍
衛部藥輸字第027053號,橢圓形,白
衛部藥輸字第027073號,三角形,粉
衛部藥輸字第027080號,圓形,白
衛部藥輸字第027086號,圓形,黃
衛部藥輸字第027102號,膠囊,棕;;;棕
衛部藥輸字第027103號,膠囊,棕;;;橘
衛部藥輸字第027104號,膠囊,棕;;;棕
衛部藥輸字第027110號,膠囊,黑;;;黑
衛部藥輸字第027111號,圓形,橘
衛部藥輸字第027117號,橢圓形,黃
衛部藥輸字第027134號,圓形,白
衛部藥輸字第027142號,三角形,白
衛部藥輸字第027145號,圓形,粉
衛部藥輸字第027156號,橢圓形,白
衛部藥輸字第027157號,圓形,白
衛部藥輸字第027175號,圓形,白
衛部藥輸字第027176號,圓形,黃
衛部藥輸字第027183號,橢圓形,白
衛部藥輸字第027185號,圓形,白
衛部藥輸字第027194號,圓形,白
衛部藥輸字第027210號,四邊形,棕
衛部藥輸字第027211號,四邊形,棕
衛部藥輸字第027229號,四邊形,橘;;;橘
衛部藥輸字第027233號,膠囊,紅;;;白
衛部藥輸字第027243號,圓形,黃
衛部藥輸字第027245號,圓形,紫
衛部藥輸字第027246號,圓形,綠
衛部藥輸字第027257號,橢圓形,黃
衛部藥輸字第027263號,橢圓形,粉
衛部藥輸字第027265號,三角形,白
衛部藥輸字第027269號,圓形,白
衛部藥輸字第027281號,圓形,白
衛部藥輸字第027358號,橢圓形,棕
衛部藥輸字第027282號,圓形,粉
衛部藥輸字第027283號,橢圓形,白
衛部藥輸字第027288號,橢圓形;;;橢圓形;;;橢圓形,粉;;;粉;;;粉
衛部藥輸字第027289號,圓形,粉
衛部藥輸字第027309號,橢圓形,藍
衛部藥輸字第027318號,圓形,粉
衛部藥輸字第027320號,圓形,灰
衛部藥輸字第027323號,橢圓形,粉
衛部藥輸字第027327號,膠囊,灰;;;灰
衛部藥輸字第027328號,膠囊,橘;;;橘
衛部藥輸字第027332號,圓形,白;;;白
衛部藥輸字第027336號,顆粒劑、粉劑或散劑,白;;;棕
衛部藥輸字第027341號,三角形,藍
衛部藥輸字第027342號,圓形,藍
衛部藥輸字第027343號,四邊形,藍
衛部藥輸字第027344號,四邊形,藍
衛部藥輸字第027345號,五邊形,藍
衛部藥輸字第027355號,膠囊,白;;;白
衛部藥輸字第027357號,圓形,黃
衛部藥輸字第027359號,橢圓形,黃
衛部藥輸字第027361號,橢圓形,紅
衛部藥輸字第027362號,橢圓形,紅
衛部藥輸字第027365號,圓形,黃
衛部藥輸字第027366號,圓形,綠
衛部藥輸字第027368號,圓形,白
衛部藥輸字第027375號,水滴形,藍
衛部藥輸字第027383號,,
衛部藥輸字第027421號,膠囊,紅;;;透明
衛部藥輸字第027423號,膠囊,棕;;;透明
衛部藥輸字第027426號,膠囊,橘
衛部藥輸字第027429號,圓形,棕
衛部藥輸字第027433號,橢圓形,白
衛部藥輸字第027446號,橢圓形,綠
衛部藥輸字第027454號,圓形,橘
衛部藥輸字第027467號,圓形,棕
衛部藥輸字第027468號,其他,
衛部藥輸字第027469號,顆粒劑、粉劑或散劑,白
衛部藥輸字第027473號,圓形;;;圓形,黃;;;黃
衛部藥輸字第027476號,橢圓形,黃
衛署藥製字第012763號,圓形,白
衛署藥製字第012786號,圓形,橘
衛署藥製字第012804號,圓形,黃
衛署藥製字第012831號,圓形,黃
衛署藥製字第012833號,橢圓形,黃
衛署藥製字第012876號,圓形,灰
衛署藥製字第012880號,圓形,紅
衛署藥製字第012955號,圓形,白
衛署藥製字第012975號,圓形,粉
衛署藥製字第012977號,其他,綠
衛署藥製字第013001號,圓形,橘
衛署藥製字第013118號,圓形,粉
衛署藥製字第013130號,膠囊,紅;;;黃
衛署藥製字第013137號,圓形,綠
衛署藥製字第013162號,橢圓形,白
衛署藥製字第013181號,圓形,黃
衛署藥製字第013184號,膠囊,灰;;;黃
衛署藥製字第013229號,膠囊,紅;;;黃
衛署藥製字第013230號,膠囊,紅;;;白
衛署藥製字第013366號,四邊形,粉
衛署藥製字第013381號,圓形,白
衛署藥製字第013382號,圓形,白
衛署藥製字第013398號,液劑(包含糖漿用粉劑),黃
衛署藥製字第013480號,膠囊,紅;;;橘
衛署藥製字第013511號,圓形,白
衛署藥製字第013512號,圓形,白
衛署藥製字第013547號,膠囊,黑;;;黃
衛署藥製字第013557號,膠囊,藍;;;白
衛署藥製字第013644號,圓形,白
衛署藥製字第013666號,四邊形;;;四邊形,白;;;黃
衛署藥製字第013778號,膠囊,紫;;;黃
衛署藥製字第013796號,三角形,粉
衛署藥製字第013879號,膠囊,藍;;;黃
衛署藥製字第014015號,圓形,橘
衛署藥製字第014025號,膠囊,紅;;;黃
衛署藥製字第014088號,圓形,棕
衛署藥製字第014170號,圓形,黃
衛署藥製字第014184號,圓形,黃
衛署藥製字第014222號,圓形,白
衛署藥製字第014228號,圓形,黃
衛署藥製字第014230號,橢圓形,白
衛署藥製字第014236號,膠囊,綠;;;透明
衛署藥製字第014277號,圓形,橘
衛署藥製字第014343號,膠囊,藍;;;紅
衛署藥製字第014346號,圓形,白
衛署藥製字第014449號,膠囊,黃;;;黃
衛署藥製字第014459號,圓形,藍
衛署藥製字第014465號,三角形,紅
衛署藥製字第014469號,圓形,白
衛署藥製字第014596號,橢圓形,黃
衛署藥製字第014692號,圓形;;;圓形,黃;;;黃
衛署藥製字第014746號,膠囊,紅;;;白
衛署藥製字第014755號,圓形,粉
衛署藥製字第014842號,圓形,橘
衛署藥製字第014865號,其他,粉
衛署藥製字第014880號,圓形,白
衛署藥製字第014909號,膠囊,藍;;;黃
衛署藥製字第014947號,膠囊,藍綠;;;黃
衛署藥製字第015021號,圓形,紫
衛署藥製字第015024號,三角形,白
衛署藥製字第015041號,膠囊,橘;;;黃
衛署藥製字第015090號,圓形,黃
衛署藥製字第015091號,膠囊,紅;;;黃
衛署藥製字第015195號,膠囊,粉;;;黃
衛署藥製字第015242號,圓形,白;;;棕
衛署藥製字第015268號,圓形,白
衛署藥製字第015286號,膠囊,紅;;;白
衛署藥製字第015287號,橢圓形,白
衛署藥製字第015344號,圓形,粉
衛署藥製字第015368號,圓形,橘
衛署藥製字第015387號,圓形,黃
衛署藥製字第015409號,圓形,白
衛署藥製字第015410號,圓形,綠
衛署藥製字第015452號,膠囊,藍;;;白
衛署藥製字第015461號,膠囊,棕;;;黃
衛署藥製字第015529號,圓形,粉
衛署藥製字第015540號,圓形,黃
衛署藥製字第015543號,圓形,白
衛署藥製字第015596號,圓形,黃
衛署藥製字第015622號,圓形,橘
衛署藥製字第015629號,圓形,綠
衛署藥製字第015651號,圓形,藍
衛署藥製字第015660號,膠囊,綠;;;白
衛署藥製字第015740號,膠囊,紅;;;透明
衛署藥製字第015748號,圓形,白
衛署藥製字第015760號,圓形,白
衛署藥製字第015791號,膠囊,黑;;;棕
衛署藥製字第015834號,圓形,白
衛署藥製字第015837號,圓形,白
衛署藥製字第015910號,三角形,白
衛署藥製字第015992號,橢圓形,白
衛署藥製字第016028號,圓形,白;;;黃
衛署藥製字第016055號,圓形,橘
衛署藥製字第016093號,橢圓形,白
衛署藥製字第016129號,膠囊,紫;;;白
衛署藥製字第016141號,橢圓形,黃
